volunteer,channel,ETC for EyesOpen,ETC for EyesClosed
S026,C2,0.06614583333333333,0.064375
S026,C4,0.06635416666666667,0.06333333333333334
S026,C6,0.065,0.06385416666666667
S026,CP5,0.06604166666666667,0.06104166666666667
S026,CP3,0.0665625,0.06364583333333333
S026,CP1,0.064375,0.06395833333333334
S026,CPz,0.06770833333333333,0.0634375
S026,CP2,0.06791666666666667,0.06145833333333333
S026,CP4,0.066875,0.0640625
S026,CP6,0.06520833333333333,0.06291666666666666
S026,Fp1,0.0678125,0.06572916666666667
S026,Fpz,0.06854166666666667,0.06239583333333333
S026,Fp2,0.06729166666666667,0.0621875
S026,AF7,0.06677083333333333,0.06385416666666667
S026,AF3,0.06729166666666667,0.06427083333333333
S026,AFz,0.06385416666666667,0.065
S026,AF4,0.06739583333333334,0.06395833333333334
S026,AF8,0.06354166666666666,0.06666666666666667
S026,F7,0.06677083333333333,0.06197916666666667
S026,F5,0.066875,0.06510416666666667
S026,F3,0.0659375,0.0665625
S026,F1,0.06572916666666667,0.06604166666666667
S026,Fz,0.06708333333333333,0.06510416666666667
S026,F2,0.0659375,0.06614583333333333
S026,F4,0.06760416666666667,0.06614583333333333
S026,F6,0.07020833333333333,0.06395833333333334
S026,F8,0.06604166666666667,0.0646875
S026,FT7,0.06520833333333333,0.06114583333333334
S026,FT8,0.06770833333333333,0.06645833333333333
S026,T7,0.06427083333333333,0.06302083333333333
S026,T8,0.0675,0.065625
S026,T9,0.06333333333333334,0.06166666666666667
S026,T10,0.06385416666666667,0.06458333333333334
S026,TP7,0.06572916666666667,0.06291666666666666
S026,TP8,0.068125,0.06260416666666667
S026,P7,0.0659375,0.06333333333333334
S026,P5,0.06708333333333333,0.0609375
S026,P3,0.065,0.060208333333333336
S026,P1,0.06458333333333334,0.06229166666666667
S026,Pz,0.065625,0.06427083333333333
S026,P2,0.065,0.06395833333333334
S026,P4,0.06572916666666667,0.065
S026,P6,0.06989583333333334,0.0634375
S026,P8,0.06666666666666667,0.06239583333333333
S026,PO7,0.0646875,0.06229166666666667
S026,PO3,0.0665625,0.0625
S026,POz,0.06510416666666667,0.063125
S026,PO4,0.06635416666666667,0.0625
S026,PO8,0.06572916666666667,0.06177083333333333
S026,O1,0.0671875,0.059479166666666666
S026,Oz,0.06666666666666667,0.06239583333333333
S026,O2,0.06635416666666667,0.0603125
S026,Iz,0.06635416666666667,0.06104166666666667
S027,FC5,0.06197916666666667,0.0565625
S027,FC3,0.06229166666666667,0.05625
S027,FC1,0.06427083333333333,0.05572916666666667
S027,FCz,0.0634375,0.058541666666666665
S027,FC2,0.06583333333333333,0.0584375
S027,FC4,0.06458333333333334,0.056666666666666664
S027,FC6,0.06354166666666666,0.060208333333333336
S027,C5,0.0596875,0.058541666666666665
S027,C3,0.060208333333333336,0.057708333333333334
S027,C1,0.06364583333333333,0.057604166666666665
S027,Cz,0.0646875,0.0590625
S027,C2,0.06291666666666666,0.0575
S027,C4,0.06125,0.06
S027,C6,0.06479166666666666,0.05708333333333333
S027,CP5,0.0596875,0.058020833333333334
S027,CP3,0.06145833333333333,0.0571875
S027,CP1,0.06125,0.05625
S027,CPz,0.06572916666666667,0.0565625
S027,CP2,0.0659375,0.058958333333333335
S027,CP4,0.06458333333333334,0.057291666666666664
S027,CP6,0.06145833333333333,0.0578125
S027,Fp1,0.06489583333333333,0.057604166666666665
S027,Fpz,0.06854166666666667,0.05614583333333333
S027,Fp2,0.06458333333333334,0.055
S027,AF7,0.06541666666666666,0.05520833333333333
S027,AF3,0.06447916666666667,0.058125
S027,AFz,0.0640625,0.05458333333333333
S027,AF4,0.0678125,0.05645833333333333
S027,AF8,0.06708333333333333,0.05479166666666667
S027,F7,0.0659375,0.056354166666666664
S027,F5,0.064375,0.05625
S027,F3,0.06333333333333334,0.05427083333333333
S027,F1,0.06510416666666667,0.05739583333333333
S027,Fz,0.06677083333333333,0.055625
S027,F2,0.06395833333333334,0.055
S027,F4,0.06416666666666666,0.05541666666666667
S027,F6,0.06760416666666667,0.059479166666666666
S027,F8,0.06385416666666667,0.0578125
S027,FT7,0.0640625,0.058125
S027,FT8,0.0646875,0.057604166666666665
S027,T7,0.06604166666666667,0.056666666666666664
S027,T8,0.06479166666666666,0.060833333333333336
S027,T9,0.0646875,0.0584375
S027,T10,0.06552083333333333,0.06125
S027,TP7,0.06125,0.0578125
S027,TP8,0.0646875,0.058020833333333334
S027,P7,0.064375,0.058854166666666666
S027,P5,0.06135416666666667,0.0553125
S027,P3,0.06385416666666667,0.058020833333333334
S027,P1,0.065,0.058020833333333334
S027,Pz,0.06239583333333333,0.057604166666666665
S027,P2,0.06291666666666666,0.05541666666666667
S027,P4,0.06364583333333333,0.05447916666666667
S027,P6,0.06229166666666667,0.0553125
S027,P8,0.064375,0.05447916666666667
S027,PO7,0.06479166666666666,0.05645833333333333
S027,PO3,0.06166666666666667,0.05385416666666667
S027,POz,0.06614583333333333,0.05322916666666667
S027,PO4,0.0665625,0.051666666666666666
S027,PO8,0.06572916666666667,0.051145833333333335
S027,O1,0.06260416666666667,0.05
S027,Oz,0.06458333333333334,0.04770833333333333
S027,O2,0.06541666666666666,0.04760416666666667
S027,Iz,0.06552083333333333,0.049166666666666664
S028,FC5,0.06177083333333333,0.06125
S028,FC3,0.06604166666666667,0.061875
S028,FC1,0.06302083333333333,0.059166666666666666
S028,FCz,0.063125,0.058958333333333335
S028,FC2,0.063125,0.06229166666666667
S028,FC4,0.06104166666666667,0.059895833333333336
S028,FC6,0.06427083333333333,0.06510416666666667
S028,C5,0.06041666666666667,0.0596875
S028,C3,0.059895833333333336,0.060625
S028,C1,0.0621875,0.0634375
S028,Cz,0.06333333333333334,0.0625
S028,C2,0.063125,0.06458333333333334
S028,C4,0.06177083333333333,0.06270833333333334
S028,C6,0.06302083333333333,0.061875
S028,CP5,0.0640625,0.060625
S028,CP3,0.06104166666666667,0.060625
S028,CP1,0.06177083333333333,0.0609375
S028,CPz,0.06604166666666667,0.06135416666666667
S028,CP2,0.06364583333333333,0.06260416666666667
S028,CP4,0.059583333333333335,0.06125
S028,CP6,0.06072916666666667,0.06197916666666667
S028,Fp1,0.0653125,0.06364583333333333
S028,Fpz,0.063125,0.0621875
S028,Fp2,0.06479166666666666,0.0615625
S028,AF7,0.0628125,0.061875
S028,AF3,0.06239583333333333,0.06239583333333333
S028,AFz,0.0628125,0.060625
S028,AF4,0.06208333333333333,0.06135416666666667
S028,AF8,0.065,0.0659375
S028,F7,0.06239583333333333,0.060208333333333336
S028,F5,0.06447916666666667,0.06208333333333333
S028,F3,0.0634375,0.06114583333333334
S028,F1,0.06427083333333333,0.058645833333333335
S028,Fz,0.06145833333333333,0.059479166666666666
S028,F2,0.06333333333333334,0.06010416666666667
S028,F4,0.06135416666666667,0.059479166666666666
S028,F6,0.06302083333333333,0.0603125
S028,F8,0.06604166666666667,0.059895833333333336
S028,FT7,0.059375,0.058333333333333334
S028,FT8,0.0653125,0.06072916666666667
S028,T7,0.0590625,0.05708333333333333
S028,T8,0.06364583333333333,0.059895833333333336
S028,T9,0.060208333333333336,0.05677083333333333
S028,T10,0.06125,0.059166666666666666
S028,TP7,0.059895833333333336,0.06135416666666667
S028,TP8,0.06229166666666667,0.058958333333333335
S028,P7,0.0625,0.058020833333333334
S028,P5,0.058645833333333335,0.056875
S028,P3,0.060208333333333336,0.06
S028,P1,0.0609375,0.0590625
S028,Pz,0.06364583333333333,0.060208333333333336
S028,P2,0.06395833333333334,0.0590625
S028,P4,0.06322916666666667,0.0609375
S028,P6,0.05979166666666667,0.064375
S028,P8,0.059479166666666666,0.058229166666666665
S028,PO7,0.057916666666666665,0.05427083333333333
S028,PO3,0.0615625,0.05479166666666667
S028,POz,0.06322916666666667,0.0575
S028,PO4,0.06270833333333334,0.058854166666666666
S028,PO8,0.0621875,0.0553125
S028,O1,0.06114583333333334,0.05427083333333333
S028,Oz,0.06177083333333333,0.05739583333333333
S028,O2,0.0603125,0.057708333333333334
S028,Iz,0.06395833333333334,0.0575
S029,FC5,0.06333333333333334,0.05291666666666667
S029,FC3,0.060520833333333336,0.0521875
S029,FC1,0.06208333333333333,0.05229166666666667
S029,FCz,0.06239583333333333,0.050520833333333334
S029,FC2,0.06322916666666667,0.05197916666666667
S029,FC4,0.06354166666666666,0.0503125
S029,FC6,0.06,0.051875
S029,C5,0.06125,0.057604166666666665
S029,C3,0.06104166666666667,0.05479166666666667
S029,C1,0.06010416666666667,0.05614583333333333
S029,Cz,0.059583333333333335,0.0553125
S029,C2,0.059375,0.05354166666666667
S029,C4,0.057916666666666665,0.056666666666666664
S029,C6,0.058125,0.05645833333333333
S029,CP5,0.06072916666666667,0.057708333333333334
S029,CP3,0.061875,0.0559375
S029,CP1,0.06041666666666667,0.05614583333333333
S029,CPz,0.058645833333333335,0.05541666666666667
S029,CP2,0.056354166666666664,0.056354166666666664
S029,CP4,0.058229166666666665,0.05427083333333333
S029,CP6,0.05875,0.0503125
S029,Fp1,0.06302083333333333,0.0503125
S029,Fpz,0.06354166666666666,0.04864583333333333
S029,Fp2,0.06395833333333334,0.04822916666666666
S029,AF7,0.06447916666666667,0.0515625
S029,AF3,0.0615625,0.050208333333333334
S029,AFz,0.06479166666666666,0.0503125
S029,AF4,0.06229166666666667,0.0496875
S029,AF8,0.06354166666666666,0.049166666666666664
S029,F7,0.0621875,0.05125
S029,F5,0.063125,0.0509375
S029,F3,0.063125,0.051354166666666666
S029,F1,0.06385416666666667,0.050833333333333335
S029,Fz,0.06208333333333333,0.05
S029,F2,0.0621875,0.04958333333333333
S029,F4,0.06322916666666667,0.0503125
S029,F6,0.06375,0.0503125
S029,F8,0.06260416666666667,0.04958333333333333
S029,FT7,0.06177083333333333,0.05333333333333334
S029,FT8,0.060625,0.0503125
S029,T7,0.06125,0.0578125
S029,T8,0.06177083333333333,0.05739583333333333
S029,T9,0.06239583333333333,0.05416666666666667
S029,T10,0.06166666666666667,0.0571875
S029,TP7,0.061875,0.06010416666666667
S029,TP8,0.06270833333333334,0.04760416666666667
S029,P7,0.06583333333333333,0.05395833333333333
S029,P5,0.0634375,0.051145833333333335
S029,P3,0.0659375,0.051666666666666666
S029,P1,0.06302083333333333,0.0496875
S029,Pz,0.0596875,0.049791666666666665
S029,P2,0.06,0.04802083333333333
S029,P4,0.06145833333333333,0.04583333333333333
S029,P6,0.0596875,0.041354166666666664
S029,P8,0.06114583333333334,0.041354166666666664
S029,PO7,0.06375,0.043958333333333335
S029,PO3,0.06041666666666667,0.044583333333333336
S029,POz,0.06010416666666667,0.0459375
S029,PO4,0.06364583333333333,0.04010416666666667
S029,PO8,0.058229166666666665,0.040625
S029,O1,0.06645833333333333,0.04020833333333333
S029,Oz,0.06666666666666667,0.03958333333333333
S029,O2,0.063125,0.03916666666666667
S029,Iz,0.06739583333333334,0.041041666666666664
S030,FC5,0.06385416666666667,0.06291666666666666
S030,FC3,0.06854166666666667,0.0578125
S030,FC1,0.06541666666666666,0.058645833333333335
S030,FCz,0.0653125,0.05739583333333333
S030,FC2,0.06395833333333334,0.058854166666666666
S030,FC4,0.063125,0.059270833333333335
S030,FC6,0.06552083333333333,0.058333333333333334
S030,C5,0.06604166666666667,0.06010416666666667
S030,C3,0.06572916666666667,0.05645833333333333
S030,C1,0.0653125,0.058541666666666665
S030,Cz,0.06354166666666666,0.058333333333333334
S030,C2,0.06322916666666667,0.0571875
S030,C4,0.06364583333333333,0.0578125
S030,C6,0.063125,0.060625
S030,CP5,0.066875,0.058125
S030,CP3,0.06572916666666667,0.058020833333333334
S030,CP1,0.06333333333333334,0.0575
S030,CPz,0.0634375,0.055
S030,CP2,0.06375,0.05510416666666667
S030,CP4,0.063125,0.05645833333333333
S030,CP6,0.06197916666666667,0.0578125
S030,Fp1,0.06447916666666667,0.0590625
S030,Fpz,0.06375,0.058958333333333335
S030,Fp2,0.06677083333333333,0.059895833333333336
S030,AF7,0.06395833333333334,0.06
S030,AF3,0.0640625,0.056875
S030,AFz,0.06333333333333334,0.056979166666666664
S030,AF4,0.065625,0.05739583333333333
S030,AF8,0.0646875,0.059270833333333335
S030,F7,0.06677083333333333,0.060208333333333336
S030,F5,0.06416666666666666,0.06072916666666667
S030,F3,0.06427083333333333,0.060208333333333336
S030,F1,0.06604166666666667,0.05677083333333333
S030,Fz,0.06583333333333333,0.0571875
S030,F2,0.06614583333333333,0.056979166666666664
S030,F4,0.06645833333333333,0.058125
S030,F6,0.06552083333333333,0.0590625
S030,F8,0.06635416666666667,0.06135416666666667
S030,FT7,0.0634375,0.060625
S030,FT8,0.0653125,0.059375
S030,T7,0.06395833333333334,0.059583333333333335
S030,T8,0.06447916666666667,0.06041666666666667
S030,T9,0.06333333333333334,0.064375
S030,T10,0.06364583333333333,0.059166666666666666
S030,TP7,0.06375,0.0578125
S030,TP8,0.06458333333333334,0.059895833333333336
S030,P7,0.06604166666666667,0.059895833333333336
S030,P5,0.06260416666666667,0.058541666666666665
S030,P3,0.065,0.05427083333333333
S030,P1,0.06375,0.05229166666666667
S030,Pz,0.0625,0.05229166666666667
S030,P2,0.06135416666666667,0.0546875
S030,P4,0.06177083333333333,0.0540625
S030,P6,0.06208333333333333,0.05395833333333333
S030,P8,0.065625,0.0559375
S030,PO7,0.06677083333333333,0.052395833333333336
S030,PO3,0.06125,0.050416666666666665
S030,POz,0.06416666666666666,0.04927083333333333
S030,PO4,0.0615625,0.0515625
S030,PO8,0.0615625,0.0509375
S030,O1,0.06291666666666666,0.052083333333333336
S030,Oz,0.065,0.04895833333333333
S030,O2,0.060833333333333336,0.0525
S030,Iz,0.06385416666666667,0.05260416666666667
S031,FC5,0.06322916666666667,0.06239583333333333
S031,FC3,0.06614583333333333,0.0634375
S031,FC1,0.06114583333333334,0.058541666666666665
S031,FCz,0.06072916666666667,0.0584375
S031,FC2,0.06,0.058645833333333335
S031,FC4,0.06072916666666667,0.06104166666666667
S031,FC6,0.0625,0.0615625
S031,C5,0.06125,0.06114583333333334
S031,C3,0.059270833333333335,0.06010416666666667
S031,C1,0.06166666666666667,0.05875
S031,Cz,0.06416666666666666,0.05875
S031,C2,0.0615625,0.058645833333333335
S031,C4,0.06364583333333333,0.057604166666666665
S031,C6,0.058645833333333335,0.058645833333333335
S031,CP5,0.0575,0.056979166666666664
S031,CP3,0.05552083333333333,0.055625
S031,CP1,0.05479166666666667,0.05489583333333333
S031,CPz,0.059375,0.05541666666666667
S031,CP2,0.06,0.0553125
S031,CP4,0.058541666666666665,0.0546875
S031,CP6,0.0584375,0.0553125
S031,Fp1,0.063125,0.06010416666666667
S031,Fpz,0.06239583333333333,0.05979166666666667
S031,Fp2,0.06270833333333334,0.059375
S031,AF7,0.0646875,0.059375
S031,AF3,0.06114583333333334,0.06125
S031,AFz,0.0646875,0.060833333333333336
S031,AF4,0.06197916666666667,0.059375
S031,AF8,0.060625,0.059895833333333336
S031,F7,0.06604166666666667,0.06072916666666667
S031,F5,0.06354166666666666,0.0615625
S031,F3,0.06291666666666666,0.0625
S031,F1,0.0603125,0.06197916666666667
S031,Fz,0.06260416666666667,0.06166666666666667
S031,F2,0.06197916666666667,0.06208333333333333
S031,F4,0.060625,0.063125
S031,F6,0.0621875,0.06
S031,F8,0.06291666666666666,0.06291666666666666
S031,FT7,0.06302083333333333,0.06197916666666667
S031,FT8,0.0628125,0.063125
S031,T7,0.0625,0.060833333333333336
S031,T8,0.06239583333333333,0.06208333333333333
S031,T9,0.0653125,0.06041666666666667
S031,T10,0.06239583333333333,0.0628125
S031,TP7,0.06,0.059479166666666666
S031,TP8,0.0575,0.0571875
S031,P7,0.0603125,0.05604166666666666
S031,P5,0.055625,0.05291666666666667
S031,P3,0.055,0.055
S031,P1,0.05458333333333333,0.05364583333333333
S031,Pz,0.0565625,0.05625
S031,P2,0.05520833333333333,0.05583333333333333
S031,P4,0.0546875,0.05322916666666667
S031,P6,0.059166666666666666,0.0540625
S031,P8,0.057291666666666664,0.05395833333333333
S031,PO7,0.056979166666666664,0.05229166666666667
S031,PO3,0.055,0.0546875
S031,POz,0.05541666666666667,0.058125
S031,PO4,0.05604166666666666,0.0565625
S031,PO8,0.057708333333333334,0.058958333333333335
S031,O1,0.056666666666666664,0.05677083333333333
S031,Oz,0.05739583333333333,0.05979166666666667
S031,O2,0.058541666666666665,0.05875
S031,Iz,0.059479166666666666,0.05708333333333333
S032,FC5,0.06427083333333333,0.06479166666666666
S032,FC3,0.057604166666666665,0.06697916666666667
S032,FC1,0.0675,0.06572916666666667
S032,FCz,0.06447916666666667,0.06625
S032,FC2,0.0659375,0.06333333333333334
S032,FC4,0.06447916666666667,0.06552083333333333
S032,FC6,0.06645833333333333,0.06416666666666666
S032,C5,0.048854166666666664,0.06583333333333333
S032,C3,0.05541666666666667,0.06604166666666667
S032,C1,0.066875,0.0640625
S032,Cz,0.06489583333333333,0.06552083333333333
S032,C2,0.06583333333333333,0.06572916666666667
S032,C4,0.0671875,0.06427083333333333
S032,C6,0.055625,0.06427083333333333
S032,CP5,0.05416666666666667,0.06635416666666667
S032,CP3,0.05489583333333333,0.06572916666666667
S032,CP1,0.06520833333333333,0.06666666666666667
S032,CPz,0.06729166666666667,0.06385416666666667
S032,CP2,0.0640625,0.064375
S032,CP4,0.0671875,0.0659375
S032,CP6,0.06635416666666667,0.06572916666666667
S032,Fp1,0.06552083333333333,0.06364583333333333
S032,Fpz,0.06479166666666666,0.06427083333333333
S032,Fp2,0.06208333333333333,0.063125
S032,AF7,0.06666666666666667,0.0628125
S032,AF3,0.06489583333333333,0.06625
S032,AFz,0.06479166666666666,0.065
S032,AF4,0.06583333333333333,0.0671875
S032,AF8,0.0671875,0.06541666666666666
S032,F7,0.06760416666666667,0.06395833333333334
S032,F5,0.06458333333333334,0.06645833333333333
S032,F3,0.06520833333333333,0.06604166666666667
S032,F1,0.065,0.06666666666666667
S032,Fz,0.06291666666666666,0.06447916666666667
S032,F2,0.0646875,0.06510416666666667
S032,F4,0.06479166666666666,0.0628125
S032,F6,0.0671875,0.06375
S032,F8,0.06770833333333333,0.06541666666666666
S032,FT7,0.0634375,0.06322916666666667
S032,FT8,0.06520833333333333,0.06614583333333333
S032,T7,0.06510416666666667,0.06677083333333333
S032,T8,0.06875,0.06864583333333334
S032,T9,0.06677083333333333,0.06447916666666667
S032,T10,0.0684375,0.06385416666666667
S032,TP7,0.06385416666666667,0.06552083333333333
S032,TP8,0.06770833333333333,0.06375
S032,P7,0.06697916666666667,0.06489583333333333
S032,P5,0.0678125,0.06635416666666667
S032,P3,0.06427083333333333,0.06604166666666667
S032,P1,0.065625,0.06552083333333333
S032,Pz,0.0653125,0.06364583333333333
S032,P2,0.06322916666666667,0.066875
S032,P4,0.06416666666666666,0.0646875
S032,P6,0.0684375,0.06666666666666667
S032,P8,0.06416666666666666,0.0628125
S032,PO7,0.06427083333333333,0.06625
S032,PO3,0.0678125,0.0665625
S032,POz,0.06395833333333334,0.06458333333333334
S032,PO4,0.06333333333333334,0.0653125
S032,PO8,0.06770833333333333,0.064375
S032,O1,0.06520833333333333,0.06666666666666667
S032,Oz,0.06791666666666667,0.06479166666666666
S032,O2,0.06552083333333333,0.06666666666666667
S032,Iz,0.06666666666666667,0.06645833333333333
S033,FC5,0.05614583333333333,0.06375
S033,FC3,0.0515625,0.06197916666666667
S033,FC1,0.0528125,0.06229166666666667
S033,FCz,0.058854166666666666,0.06416666666666666
S033,FC2,0.06166666666666667,0.06375
S033,FC4,0.0659375,0.06375
S033,FC6,0.065,0.06395833333333334
S033,C5,0.05875,0.06333333333333334
S033,C3,0.052083333333333336,0.06302083333333333
S033,C1,0.053020833333333336,0.06145833333333333
S033,Cz,0.058958333333333335,0.06385416666666667
S033,C2,0.059270833333333335,0.0659375
S033,C4,0.05572916666666667,0.058125
S033,C6,0.05291666666666667,0.05604166666666666
S033,CP5,0.058958333333333335,0.0640625
S033,CP3,0.05385416666666667,0.06166666666666667
S033,CP1,0.05572916666666667,0.06552083333333333
S033,CPz,0.060208333333333336,0.06333333333333334
S033,CP2,0.057604166666666665,0.059583333333333335
S033,CP4,0.0534375,0.056354166666666664
S033,CP6,0.051458333333333335,0.05677083333333333
S033,Fp1,0.06375,0.06479166666666666
S033,Fpz,0.06260416666666667,0.06229166666666667
S033,Fp2,0.06385416666666667,0.0628125
S033,AF7,0.06552083333333333,0.0634375
S033,AF3,0.06208333333333333,0.06239583333333333
S033,AFz,0.058854166666666666,0.060208333333333336
S033,AF4,0.059270833333333335,0.061875
S033,AF8,0.06541666666666666,0.06364583333333333
S033,F7,0.0625,0.061875
S033,F5,0.0621875,0.06458333333333334
S033,F3,0.059583333333333335,0.06260416666666667
S033,F1,0.0590625,0.06302083333333333
S033,Fz,0.0609375,0.06072916666666667
S033,F2,0.06177083333333333,0.06197916666666667
S033,F4,0.0615625,0.06302083333333333
S033,F6,0.06395833333333334,0.06479166666666666
S033,F8,0.06510416666666667,0.06302083333333333
S033,FT7,0.060625,0.06302083333333333
S033,FT8,0.0634375,0.06375
S033,T7,0.0590625,0.06645833333333333
S033,T8,0.05552083333333333,0.06072916666666667
S033,T9,0.06010416666666667,0.06260416666666667
S033,T10,0.06604166666666667,0.06604166666666667
S033,TP7,0.06166666666666667,0.061875
S033,TP8,0.0565625,0.057604166666666665
S033,P7,0.060520833333333336,0.06697916666666667
S033,P5,0.05979166666666667,0.06510416666666667
S033,P3,0.056354166666666664,0.06270833333333334
S033,P1,0.059583333333333335,0.06229166666666667
S033,Pz,0.06197916666666667,0.06010416666666667
S033,P2,0.059166666666666666,0.06010416666666667
S033,P4,0.0553125,0.06072916666666667
S033,P6,0.05416666666666667,0.05979166666666667
S033,P8,0.05708333333333333,0.060625
S033,PO7,0.060208333333333336,0.06645833333333333
S033,PO3,0.060520833333333336,0.06302083333333333
S033,POz,0.059166666666666666,0.061875
S033,PO4,0.06072916666666667,0.058020833333333334
S033,PO8,0.06072916666666667,0.06385416666666667
S033,O1,0.064375,0.0665625
S033,Oz,0.0634375,0.064375
S033,O2,0.06135416666666667,0.0621875
S033,Iz,0.06645833333333333,0.06697916666666667
S034,FC5,0.0625,0.06354166666666666
S034,FC3,0.06239583333333333,0.06229166666666667
S034,FC1,0.06125,0.059375
S034,FCz,0.06333333333333334,0.06072916666666667
S034,FC2,0.060833333333333336,0.063125
S034,FC4,0.06135416666666667,0.06197916666666667
S034,FC6,0.0659375,0.06197916666666667
S034,C5,0.058854166666666666,0.058125
S034,C3,0.05552083333333333,0.05604166666666666
S034,C1,0.059270833333333335,0.0575
S034,Cz,0.06,0.059479166666666666
S034,C2,0.0584375,0.05708333333333333
S034,C4,0.05604166666666666,0.05520833333333333
S034,C6,0.058333333333333334,0.059270833333333335
S034,CP5,0.0590625,0.058541666666666665
S034,CP3,0.054375,0.05489583333333333
S034,CP1,0.05645833333333333,0.06010416666666667
S034,CPz,0.057916666666666665,0.0603125
S034,CP2,0.0559375,0.057708333333333334
S034,CP4,0.05541666666666667,0.0546875
S034,CP6,0.05541666666666667,0.05541666666666667
S034,Fp1,0.06197916666666667,0.0625
S034,Fpz,0.06354166666666666,0.06177083333333333
S034,Fp2,0.06395833333333334,0.06114583333333334
S034,AF7,0.06229166666666667,0.06135416666666667
S034,AF3,0.063125,0.06260416666666667
S034,AFz,0.061875,0.06385416666666667
S034,AF4,0.06395833333333334,0.06385416666666667
S034,AF8,0.0621875,0.06427083333333333
S034,F7,0.064375,0.060520833333333336
S034,F5,0.0628125,0.06114583333333334
S034,F3,0.063125,0.0625
S034,F1,0.06458333333333334,0.06458333333333334
S034,Fz,0.06510416666666667,0.06364583333333333
S034,F2,0.06354166666666666,0.060520833333333336
S034,F4,0.06125,0.061875
S034,F6,0.06291666666666666,0.06177083333333333
S034,F8,0.06208333333333333,0.061875
S034,FT7,0.0640625,0.06302083333333333
S034,FT8,0.0615625,0.06458333333333334
S034,T7,0.063125,0.06291666666666666
S034,T8,0.0634375,0.0615625
S034,T9,0.06291666666666666,0.06322916666666667
S034,T10,0.0653125,0.065625
S034,TP7,0.060833333333333336,0.060625
S034,TP8,0.060520833333333336,0.059479166666666666
S034,P7,0.05583333333333333,0.0609375
S034,P5,0.06104166666666667,0.059166666666666666
S034,P3,0.05385416666666667,0.060625
S034,P1,0.058541666666666665,0.06010416666666667
S034,Pz,0.05708333333333333,0.065625
S034,P2,0.052083333333333336,0.05875
S034,P4,0.05583333333333333,0.057708333333333334
S034,P6,0.0546875,0.056354166666666664
S034,P8,0.05708333333333333,0.05572916666666667
S034,PO7,0.059166666666666666,0.06041666666666667
S034,PO3,0.05875,0.059375
S034,POz,0.05614583333333333,0.059166666666666666
S034,PO4,0.05604166666666666,0.0584375
S034,PO8,0.0584375,0.05645833333333333
S034,O1,0.0590625,0.06
S034,Oz,0.058854166666666666,0.06177083333333333
S034,O2,0.0584375,0.06104166666666667
S034,Iz,0.06104166666666667,0.060208333333333336
S035,FC5,0.0609375,0.06166666666666667
S035,FC3,0.0603125,0.06447916666666667
S035,FC1,0.06302083333333333,0.0634375
S035,FCz,0.06760416666666667,0.06197916666666667
S035,FC2,0.06552083333333333,0.05979166666666667
S035,FC4,0.06302083333333333,0.061875
S035,FC6,0.06302083333333333,0.06270833333333334
S035,C5,0.05333333333333334,0.059166666666666666
S035,C3,0.06447916666666667,0.06270833333333334
S035,C1,0.06479166666666666,0.06291666666666666
S035,Cz,0.06072916666666667,0.0621875
S035,C2,0.0628125,0.06354166666666666
S035,C4,0.06458333333333334,0.0628125
S035,C6,0.065,0.06291666666666666
S035,CP5,0.06375,0.05739583333333333
S035,CP3,0.06447916666666667,0.06010416666666667
S035,CP1,0.06395833333333334,0.06166666666666667
S035,CPz,0.059895833333333336,0.06333333333333334
S035,CP2,0.06166666666666667,0.06197916666666667
S035,CP4,0.06322916666666667,0.06302083333333333
S035,CP6,0.06010416666666667,0.058958333333333335
S035,Fp1,0.06458333333333334,0.06125
S035,Fpz,0.06375,0.061875
S035,Fp2,0.0653125,0.06229166666666667
S035,AF7,0.06385416666666667,0.0621875
S035,AF3,0.0628125,0.06135416666666667
S035,AFz,0.06416666666666666,0.065
S035,AF4,0.06572916666666667,0.06270833333333334
S035,AF8,0.0653125,0.06364583333333333
S035,F7,0.0571875,0.06322916666666667
S035,F5,0.065,0.06427083333333333
S035,F3,0.0653125,0.0609375
S035,F1,0.06354166666666666,0.0603125
S035,Fz,0.06458333333333334,0.06510416666666667
S035,F2,0.06583333333333333,0.0615625
S035,F4,0.0646875,0.06364583333333333
S035,F6,0.0653125,0.0640625
S035,F8,0.06604166666666667,0.06208333333333333
S035,FT7,0.06510416666666667,0.05520833333333333
S035,FT8,0.036875,0.059166666666666666
S035,T7,0.04145833333333333,0.04760416666666667
S035,T8,0.051041666666666666,0.05322916666666667
S035,T9,0.04635416666666667,0.060833333333333336
S035,T10,0.039375,0.04416666666666667
S035,TP7,0.0440625,0.050625
S035,TP8,0.061875,0.06270833333333334
S035,P7,0.04583333333333333,0.051875
S035,P5,0.05375,0.058541666666666665
S035,P3,0.0559375,0.06208333333333333
S035,P1,0.0571875,0.058645833333333335
S035,Pz,0.06239583333333333,0.06166666666666667
S035,P2,0.06114583333333334,0.06270833333333334
S035,P4,0.061875,0.064375
S035,P6,0.06208333333333333,0.06177083333333333
S035,P8,0.06385416666666667,0.059166666666666666
S035,PO7,0.06104166666666667,0.06072916666666667
S035,PO3,0.060833333333333336,0.06041666666666667
S035,POz,0.0609375,0.058125
S035,PO4,0.06322916666666667,0.06208333333333333
S035,PO8,0.0628125,0.059479166666666666
S035,O1,0.0628125,0.059270833333333335
S035,Oz,0.061875,0.05614583333333333
S035,O2,0.061875,0.06041666666666667
S035,Iz,0.060208333333333336,0.0428125
S036,FC5,0.06427083333333333,0.0646875
